#This map is createrd by MapFileWriter
<e> cube cube cube1 100.0 -16.975307 10.0 1.0 false
<e> null grassObject grassObjAtlas 105.0 -16.449568 245.0 1.8040154 true
<e> null grassObject grassObjAtlas 110.0 -16.240702 245.0 2.3644328 true
<e> null grassObject grassObjAtlas 110.0 -16.240702 245.0 2.3644328 true
<e> null grassObject grassObjAtlas 115.0 -16.011349 245.0 1.2079148 true
<e> null grassObject grassObjAtlas 115.0 -16.011349 245.0 1.2079148 true
<e> null grassObject grassObjAtlas 120.0 -15.875595 245.0 2.3469434 true
<e> null grassObject grassObjAtlas 120.0 -15.875595 245.0 2.3469434 true
<e> null grassObject grassObjAtlas 125.0 -15.285091 245.0 2.1018617 true
<e> null grassObject grassObjAtlas 125.0 -15.285091 245.0 2.1018617 true
<e> null grassObject grassObjAtlas 130.0 -13.167114 245.0 2.0748649 true
<e> null grassObject grassObjAtlas 130.0 -13.167114 245.0 2.0748649 true
<e> null grassObject grassObjAtlas 135.0 -10.83725 245.0 1.2800103 true
<e> null grassObject grassObjAtlas 135.0 -10.83725 245.0 1.2800103 true
<e> null grassObject grassObjAtlas 140.0 -9.04397 245.0 1.9414307 true
<e> null grassObject grassObjAtlas 140.0 -9.04397 245.0 1.9414307 true
<e> null grassObject grassObjAtlas 145.0 -7.748523 245.0 1.1481907 true
<e> null grassObject grassObjAtlas 145.0 -7.748523 245.0 1.1481907 true
<e> null grassObject grassObjAtlas 150.0 -5.7488194 245.0 1.705949 true
<e> null grassObject grassObjAtlas 150.0 -5.7488194 245.0 1.705949 true
<e> null grassObject grassObjAtlas 155.0 -3.2320073 245.0 2.2993124 true
<e> null grassObject grassObjAtlas 155.0 -3.2320073 245.0 2.2993124 true
<e> null grassObject grassObjAtlas 160.0 -0.92452943 245.0 2.0027788 true
<e> null grassObject grassObjAtlas 160.0 -0.92452943 245.0 2.0027788 true
<e> null grassObject grassObjAtlas 165.0 0.7944331 245.0 1.0888313 true
<e> null grassObject grassObjAtlas 165.0 0.7944331 245.0 1.0888313 true
<e> null grassObject grassObjAtlas 170.0 1.9656494 245.0 2.9572163 true
<e> null grassObject grassObjAtlas 170.0 1.9656494 245.0 2.9572163 true
<e> null grassObject grassObjAtlas 175.0 3.519901 245.0 2.5619678 true
<e> null grassObject grassObjAtlas 175.0 3.519901 245.0 2.5619678 true
<e> null grassObject grassObjAtlas 180.0 5.3226027 245.0 2.1540256 true
<e> null grassObject grassObjAtlas 180.0 5.3226027 245.0 2.1540256 true
<e> null grassObject grassObjAtlas 185.0 6.9903393 245.0 2.6130857 true
<e> null grassObject grassObjAtlas 185.0 6.9903393 245.0 2.6130857 true
<e> null grassObject grassObjAtlas 190.0 8.103786 245.0 2.2555914 true
<e> null grassObject grassObjAtlas 190.0 8.103786 245.0 2.2555914 true
<e> null grassObject grassObjAtlas 195.0 8.027911 245.0 1.8299507 true
<e> null grassObject grassObjAtlas 195.0 8.027911 245.0 1.8299507 true
<e> null grassObject grassObjAtlas 200.0 7.787339 245.0 1.7562284 true
<e> null grassObject grassObjAtlas 200.0 7.787339 245.0 1.7562284 true
<e> null grassObject grassObjAtlas 205.0 7.6243258 245.0 1.6324776 true
<e> null grassObject grassObjAtlas 205.0 7.6243258 245.0 1.6324776 true
<e> null grassObject grassObjAtlas 210.0 7.118891 245.0 2.493682 true
<e> null grassObject grassObjAtlas 210.0 7.118891 245.0 2.493682 true
<e> null grassObject grassObjAtlas 215.0 6.1557903 245.0 1.7543448 true
<e> null grassObject grassObjAtlas 215.0 6.1557903 245.0 1.7543448 true
<e> null grassObject grassObjAtlas 220.0 4.6461415 245.0 2.831177 true
<e> null grassObject grassObjAtlas 220.0 4.6461415 245.0 2.831177 true
<e> null grassObject grassObjAtlas 225.0 4.4751134 245.0 2.189978 true
<e> null grassObject grassObjAtlas 225.0 4.4751134 245.0 2.189978 true
<e> null grassObject grassObjAtlas 230.0 5.6273184 245.0 2.9927075 true
<e> null grassObject grassObjAtlas 230.0 5.6273184 245.0 2.9927075 true
<e> null grassObject grassObjAtlas 235.0 7.0656447 245.0 2.9486904 true
<e> null grassObject grassObjAtlas 235.0 7.0656447 245.0 2.9486904 true
<e> null grassObject grassObjAtlas 240.0 7.752757 245.0 1.4059173 true
<e> null grassObject grassObjAtlas 240.0 7.752757 245.0 1.4059173 true
<e> null grassObject grassObjAtlas 245.0 8.640251 245.0 1.4881982 true
<e> null grassObject grassObjAtlas 245.0 8.640251 245.0 1.4881982 true
<e> null grassObject grassObjAtlas 250.0 9.268887 245.0 2.5126295 true
<e> null grassObject grassObjAtlas 250.0 9.268887 245.0 2.5126295 true
<e> null grassObject grassObjAtlas 255.0 9.424946 245.0 2.8635798 true
<e> null grassObject grassObjAtlas 255.0 9.424946 245.0 2.8635798 true
<e> null grassObject grassObjAtlas 260.0 9.841845 245.0 2.1846611 true
<e> null grassObject grassObjAtlas 260.0 9.841845 245.0 2.1846611 true
<e> null grassObject grassObjAtlas 265.0 11.346949 245.0 2.4035559 true
<e> null grassObject grassObjAtlas 265.0 11.346949 245.0 2.4035559 true
<e> null grassObject grassObjAtlas 270.0 12.634966 245.0 2.3761978 true
<e> null grassObject grassObjAtlas 270.0 12.634966 245.0 2.3761978 true
<e> null grassObject grassObjAtlas 275.0 13.67341 245.0 1.2484509 true
<e> null grassObject grassObjAtlas 275.0 13.67341 245.0 1.2484509 true
<e> null grassObject grassObjAtlas 280.0 15.296877 245.0 1.1040517 true
<e> null grassObject grassObjAtlas 280.0 15.296877 245.0 1.1040517 true
<e> null grassObject grassObjAtlas 285.0 17.585142 245.0 1.1444297 true
<e> null grassObject grassObjAtlas 285.0 17.585142 245.0 1.1444297 true
<e> null grassObject grassObjAtlas 290.0 19.270655 245.0 2.3302696 true
<e> null grassObject grassObjAtlas 290.0 19.270655 245.0 2.3302696 true
<e> null grassObject grassObjAtlas 295.0 19.072752 245.0 2.4337945 true
<e> null grassObject grassObjAtlas 295.0 19.072752 245.0 2.4337945 true
<e> null grassObject grassObjAtlas 300.0 18.312336 245.0 2.2906451 true
<e> null grassObject grassObjAtlas 300.0 18.312336 245.0 2.2906451 true
<e> null grassObject grassObjAtlas 305.0 17.445995 245.0 2.814844 true
<e> null grassObject grassObjAtlas 305.0 17.445995 245.0 2.814844 true
<e> null grassObject grassObjAtlas 310.0 16.669062 245.0 2.6368828 true
<e> null grassObject grassObjAtlas 310.0 16.669062 245.0 2.6368828 true
<e> null grassObject grassObjAtlas 315.0 16.147238 245.0 1.926757 true
<e> null grassObject grassObjAtlas 315.0 16.147238 245.0 1.926757 true
<e> null grassObject grassObjAtlas 320.0 16.039267 245.0 2.2148583 true
<e> null grassObject grassObjAtlas 320.0 16.039267 245.0 2.2148583 true
<e> null grassObject grassObjAtlas 325.0 16.723852 245.0 1.5612295 true
<e> null grassObject grassObjAtlas 325.0 16.723852 245.0 1.5612295 true
<e> null grassObject grassObjAtlas 330.0 17.337673 245.0 2.068231 true
<e> null grassObject grassObjAtlas 330.0 17.337673 245.0 2.068231 true
<e> null grassObject grassObjAtlas 335.0 17.057644 245.0 2.8853817 true
<e> null grassObject grassObjAtlas 335.0 17.057644 245.0 2.8853817 true
<e> null grassObject grassObjAtlas 340.0 15.294583 245.0 2.4235258 true
<e> null grassObject grassObjAtlas 340.0 15.294583 245.0 2.4235258 true
<e> null grassObject grassObjAtlas 345.0 15.583562 245.0 2.7083306 true
<e> null grassObject grassObjAtlas 345.0 15.583562 245.0 2.7083306 true
<e> null grassObject grassObjAtlas 350.0 16.71672 245.0 2.9738011 true
<e> null grassObject grassObjAtlas 350.0 16.71672 245.0 2.9738011 true
<e> null grassObject grassObjAtlas 355.0 17.575657 245.0 1.9215066 true
<e> null grassObject grassObjAtlas 355.0 17.575657 245.0 1.9215066 true
<e> null grassObject grassObjAtlas 360.0 17.28102 245.0 1.1335939 true
<e> null grassObject grassObjAtlas 360.0 17.28102 245.0 1.1335939 true
<e> null grassObject grassObjAtlas 365.0 15.699451 245.0 1.8313408 true
<e> null grassObject grassObjAtlas 365.0 15.699451 245.0 1.8313408 true
<e> null grassObject grassObjAtlas 370.0 15.017613 245.0 1.3945975 true
<e> null grassObject grassObjAtlas 370.0 15.017613 245.0 1.3945975 true
<e> null grassObject grassObjAtlas 375.0 14.312801 245.0 1.3795916 true
<e> null grassObject grassObjAtlas 375.0 14.312801 245.0 1.3795916 true
<e> null grassObject grassObjAtlas 380.0 13.5648575 245.0 1.1823767 true
<e> null grassObject grassObjAtlas 380.0 13.5648575 245.0 1.1823767 true
<e> null grassObject grassObjAtlas 385.0 12.810465 245.0 2.0648623 true
<e> null grassObject grassObjAtlas 385.0 12.810465 245.0 2.0648623 true
<e> null grassObject grassObjAtlas 390.0 13.1059885 245.0 2.3185024 true
<e> null grassObject grassObjAtlas 390.0 13.1059885 245.0 2.3185024 true
<e> null grassObject grassObjAtlas 395.0 12.694061 245.0 2.74852 true
<e> null grassObject grassObjAtlas 395.0 12.694061 245.0 2.74852 true
<e> null grassObject grassObjAtlas 400.0 12.9064455 245.0 1.355189 true
<e> null grassObject grassObjAtlas 400.0 12.9064455 245.0 1.355189 true
<e> null grassObject grassObjAtlas 405.0 13.439663 245.0 2.1153073 true
<e> null grassObject grassObjAtlas 405.0 13.439663 245.0 2.1153073 true
<e> null grassObject grassObjAtlas 410.0 13.417517 245.0 1.6024702 true
<e> null grassObject grassObjAtlas 410.0 13.417517 245.0 1.6024702 true
<e> null grassObject grassObjAtlas 415.0 11.523319 245.0 1.1856844 true
<e> null grassObject grassObjAtlas 415.0 11.523319 245.0 1.1856844 true
<e> null grassObject grassObjAtlas 420.0 10.340717 245.0 1.949054 true
<e> null grassObject grassObjAtlas 420.0 10.340717 245.0 1.949054 true
<e> null grassObject grassObjAtlas 425.0 9.99776 245.0 1.4218675 true
<e> null grassObject grassObjAtlas 425.0 9.99776 245.0 1.4218675 true
<e> null grassObject grassObjAtlas 430.0 10.331591 245.0 2.8313937 true
<e> null grassObject grassObjAtlas 430.0 10.331591 245.0 2.8313937 true
<e> null grassObject grassObjAtlas 435.0 10.554252 245.0 2.2674322 true
<e> null grassObject grassObjAtlas 435.0 10.554252 245.0 2.2674322 true
<e> null grassObject grassObjAtlas 440.0 9.267404 245.0 1.5815873 true
<e> null grassObject grassObjAtlas 440.0 9.267404 245.0 1.5815873 true
<e> null grassObject grassObjAtlas 445.0 7.6182585 245.0 1.7021973 true
<e> null grassObject grassObjAtlas 445.0 7.6182585 245.0 1.7021973 true
<e> null grassObject grassObjAtlas 450.0 6.8413615 245.0 1.4401156 true
<e> null grassObject grassObjAtlas 450.0 6.8413615 245.0 1.4401156 true
<e> null grassObject grassObjAtlas 455.0 7.182679 245.0 1.0272069 true
<e> null grassObject grassObjAtlas 455.0 7.182679 245.0 1.0272069 true
<e> null grassObject grassObjAtlas 460.0 8.31366 245.0 2.7170348 true
<e> null grassObject grassObjAtlas 460.0 8.31366 245.0 2.7170348 true
<e> null grassObject grassObjAtlas 465.0 6.82613 245.0 1.7224725 true
<e> null grassObject grassObjAtlas 465.0 6.82613 245.0 1.7224725 true
<e> null grassObject grassObjAtlas 470.0 5.126993 245.0 1.7942061 true
<e> null grassObject grassObjAtlas 470.0 5.126993 245.0 1.7942061 true
<e> null grassObject grassObjAtlas 475.0 4.074329 245.0 2.1024969 true
<e> null grassObject grassObjAtlas 475.0 4.074329 245.0 2.1024969 true
<e> null grassObject grassObjAtlas 480.0 4.0955462 245.0 2.1568453 true
<e> null grassObject grassObjAtlas 480.0 4.0955462 245.0 2.1568453 true
<e> null grassObject grassObjAtlas 485.0 5.1411247 245.0 2.5475001 true
<e> null grassObject grassObjAtlas 485.0 5.1411247 245.0 2.5475001 true
<e> null grassObject grassObjAtlas 490.0 7.321794 245.0 1.6067643 true
<e> null grassObject grassObjAtlas 490.0 7.321794 245.0 1.6067643 true
<e> null grassObject grassObjAtlas 495.0 9.589352 245.0 2.3839583 true
<e> null grassObject grassObjAtlas 495.0 9.589352 245.0 2.3839583 true
<e> null grassObject grassObjAtlas 500.0 11.415516 245.0 1.8300426 true
<e> null grassObject grassObjAtlas 500.0 11.415516 245.0 1.8300426 true
<e> null grassObject grassObjAtlas 505.0 12.710321 245.0 1.7550704 true
<e> null grassObject grassObjAtlas 505.0 12.710321 245.0 1.7550704 true
<e> null grassObject grassObjAtlas 510.0 13.182342 245.0 2.0626402 true
<e> null grassObject grassObjAtlas 510.0 13.182342 245.0 2.0626402 true
<e> null grassObject grassObjAtlas 515.0 14.024206 245.0 1.9448546 true
<e> null grassObject grassObjAtlas 515.0 14.024206 245.0 1.9448546 true
<e> null grassObject grassObjAtlas 520.0 15.056852 245.0 2.6190512 true
<e> null grassObject grassObjAtlas 520.0 15.056852 245.0 2.6190512 true
<e> null grassObject grassObjAtlas 525.0 16.261808 245.0 1.1397597 true
<e> null grassObject grassObjAtlas 525.0 16.261808 245.0 1.1397597 true
<e> null grassObject grassObjAtlas 530.0 17.42831 245.0 1.328121 true
<e> null grassObject grassObjAtlas 530.0 17.42831 245.0 1.328121 true
<e> null grassObject grassObjAtlas 535.0 18.301886 245.0 1.2262074 true
<e> null grassObject grassObjAtlas 535.0 18.301886 245.0 1.2262074 true
<e> null grassObject grassObjAtlas 540.0 17.981949 245.0 1.669527 true
<e> null grassObject grassObjAtlas 540.0 17.981949 245.0 1.669527 true
<e> null grassObject grassObjAtlas 545.0 16.694847 245.0 1.2849073 true
<e> null grassObject grassObjAtlas 545.0 16.694847 245.0 1.2849073 true
<e> null grassObject grassObjAtlas 550.0 15.711483 245.0 1.743256 true
<e> null grassObject grassObjAtlas 550.0 15.711483 245.0 1.743256 true
<e> null grassObject grassObjAtlas 555.0 16.247545 245.0 2.4628377 true
<e> null grassObject grassObjAtlas 555.0 16.247545 245.0 2.4628377 true
<e> null grassObject grassObjAtlas 560.0 17.568626 245.0 1.6581287 true
<e> null grassObject grassObjAtlas 560.0 17.568626 245.0 1.6581287 true
<e> null grassObject grassObjAtlas 565.0 16.709492 245.0 2.047504 true
<e> null grassObject grassObjAtlas 565.0 16.709492 245.0 2.047504 true
<e> null grassObject grassObjAtlas 570.0 16.341232 245.0 2.9256482 true
<e> null grassObject grassObjAtlas 570.0 16.341232 245.0 2.9256482 true
<e> null grassObject grassObjAtlas 575.0 17.110529 245.0 1.1577214 true
<e> null grassObject grassObjAtlas 575.0 17.110529 245.0 1.1577214 true
<e> null grassObject grassObjAtlas 580.0 18.596006 245.0 2.8300576 true
<e> null grassObject grassObjAtlas 580.0 18.596006 245.0 2.8300576 true
<e> null grassObject grassObjAtlas 585.0 17.514908 245.0 2.4792476 true
<e> null grassObject grassObjAtlas 585.0 17.514908 245.0 2.4792476 true
<e> null grassObject grassObjAtlas 590.0 15.62468 245.0 2.258667 true
<e> null grassObject grassObjAtlas 590.0 15.62468 245.0 2.258667 true
<e> null grassObject grassObjAtlas 595.0 14.700127 245.0 1.0468669 true
<e> null grassObject grassObjAtlas 595.0 14.700127 245.0 1.0468669 true
<e> null grassObject grassObjAtlas 600.0 15.0395775 245.0 1.2685882 true
<e> null grassObject grassObjAtlas 600.0 15.0395775 245.0 1.2685882 true
<e> null grassObject grassObjAtlas 605.0 16.224207 245.0 2.9980357 true
<e> null grassObject grassObjAtlas 605.0 16.224207 245.0 2.9980357 true
<e> null grassObject grassObjAtlas 610.0 16.439783 245.0 2.7936888 true
<e> null grassObject grassObjAtlas 610.0 16.439783 245.0 2.7936888 true
<e> null grassObject grassObjAtlas 615.0 15.750363 245.0 1.4441736 true
<e> null grassObject grassObjAtlas 615.0 15.750363 245.0 1.4441736 true
<e> null grassObject grassObjAtlas 620.0 14.531839 245.0 1.8216956 true
<e> null grassObject grassObjAtlas 620.0 14.531839 245.0 1.8216956 true
<e> null grassObject grassObjAtlas 625.0 13.669524 245.0 2.7276804 true
<e> null grassObject grassObjAtlas 625.0 13.669524 245.0 2.7276804 true
<e> null grassObject grassObjAtlas 630.0 13.804319 245.0 2.4651053 true
<e> null grassObject grassObjAtlas 630.0 13.804319 245.0 2.4651053 true
<e> null grassObject grassObjAtlas 635.0 14.020153 245.0 1.1155075 true
<e> null grassObject grassObjAtlas 635.0 14.020153 245.0 1.1155075 true
<e> null grassObject grassObjAtlas 640.0 13.462493 245.0 1.3862839 true
<e> null grassObject grassObjAtlas 640.0 13.462493 245.0 1.3862839 true
<e> null grassObject grassObjAtlas 645.0 12.721693 245.0 1.8396467 true
<e> null grassObject grassObjAtlas 645.0 12.721693 245.0 1.8396467 true
<e> null grassObject grassObjAtlas 650.0 12.204812 245.0 1.6984856 true
<e> null grassObject grassObjAtlas 650.0 12.204812 245.0 1.6984856 true
<e> null grassObject grassObjAtlas 655.0 12.983568 245.0 1.9034871 true
<e> null grassObject grassObjAtlas 655.0 12.983568 245.0 1.9034871 true
<e> null grassObject grassObjAtlas 660.0 14.675345 245.0 1.8384044 true
<e> null grassObject grassObjAtlas 660.0 14.675345 245.0 1.8384044 true
<e> null grassObject grassObjAtlas 665.0 15.826332 245.0 2.4591312 true
<e> null grassObject grassObjAtlas 665.0 15.826332 245.0 2.4591312 true
<e> null grassObject grassObjAtlas 670.0 17.011497 245.0 2.9864135 true
<e> null grassObject grassObjAtlas 670.0 17.011497 245.0 2.9864135 true
<e> null grassObject grassObjAtlas 675.0 18.938263 245.0 2.2092433 true
<e> null grassObject grassObjAtlas 675.0 18.938263 245.0 2.2092433 true
<e> null grassObject grassObjAtlas 680.0 22.50261 245.0 1.7982452 true
<e> null grassObject grassObjAtlas 680.0 22.50261 245.0 1.7982452 true
<e> null grassObject grassObjAtlas 685.0 26.185022 245.0 2.2388158 true
<e> null grassObject grassObjAtlas 685.0 26.185022 245.0 2.2388158 true
<e> null grassObject grassObjAtlas 690.0 29.332333 245.0 1.813165 true
<e> null grassObject grassObjAtlas 690.0 29.332333 245.0 1.813165 true
<e> null grassObject grassObjAtlas 695.0 31.383532 245.0 1.1346807 true
<e> null grassObject grassObjAtlas 695.0 31.383532 245.0 1.1346807 true
<e> null grassObject grassObjAtlas 700.0 32.214485 245.0 2.631566 true
<e> null grassObject grassObjAtlas 700.0 32.214485 245.0 2.631566 true
<e> null grassObject grassObjAtlas 705.0 33.499874 245.0 2.057139 true
<e> null grassObject grassObjAtlas 705.0 33.499874 245.0 2.057139 true
<e> null grassObject grassObjAtlas 710.0 34.307976 245.0 1.428533 true
<e> null grassObject grassObjAtlas 710.0 34.307976 245.0 1.428533 true
<e> null grassObject grassObjAtlas 715.0 33.688843 245.0 2.598534 true
<e> null grassObject grassObjAtlas 715.0 33.688843 245.0 2.598534 true
<e> null grassObject grassObjAtlas 720.0 31.927635 245.0 2.6146402 true
<e> null grassObject grassObjAtlas 720.0 31.927635 245.0 2.6146402 true
<e> null grassObject grassObjAtlas 725.0 30.190834 245.0 1.4639559 true
<e> null grassObject grassObjAtlas 725.0 30.190834 245.0 1.4639559 true
<e> null grassObject grassObjAtlas 730.0 30.623728 245.0 2.4027429 true
<e> null grassObject grassObjAtlas 730.0 30.623728 245.0 2.4027429 true
<e> null grassObject grassObjAtlas 735.0 32.124607 245.0 1.0617782 true
<e> null grassObject grassObjAtlas 735.0 32.124607 245.0 1.0617782 true
<e> null grassObject grassObjAtlas 740.0 33.23413 245.0 2.027658 true
<e> null grassObject grassObjAtlas 740.0 33.23413 245.0 2.027658 true
<e> null grassObject grassObjAtlas 745.0 33.09816 245.0 2.4749613 true
<e> null grassObject grassObjAtlas 745.0 33.09816 245.0 2.4749613 true
<e> null grassObject grassObjAtlas 750.0 31.70935 245.0 1.6385466 true
<e> null grassObject grassObjAtlas 750.0 31.70935 245.0 1.6385466 true
<e> null grassObject grassObjAtlas 755.0 30.079048 245.0 2.6327171 true
<e> null grassObject grassObjAtlas 755.0 30.079048 245.0 2.6327171 true
<e> null grassObject grassObjAtlas 760.0 29.54181 245.0 1.0919352 true
<e> null grassObject grassObjAtlas 760.0 29.54181 245.0 1.0919352 true
<e> null grassObject grassObjAtlas 765.0 29.246885 245.0 2.1072712 true
<e> null grassObject grassObjAtlas 765.0 29.246885 245.0 2.1072712 true
<e> null grassObject grassObjAtlas 770.0 28.590296 245.0 2.5732207 true
<e> null grassObject grassObjAtlas 770.0 28.590296 245.0 2.5732207 true
<e> null grassObject grassObjAtlas 775.0 26.900352 245.0 1.2693425 true
<e> null grassObject grassObjAtlas 775.0 26.900352 245.0 1.2693425 true
<e> null grassObject grassObjAtlas 780.0 25.299913 245.0 2.1291614 true
<e> null grassObject grassObjAtlas 780.0 25.299913 245.0 2.1291614 true
<e> null grassObject grassObjAtlas 785.0 23.740688 245.0 2.6520758 true
<e> null grassObject grassObjAtlas 785.0 23.740688 245.0 2.6520758 true
<e> null grassObject grassObjAtlas 790.0 22.480953 245.0 2.6723392 true
<e> null grassObject grassObjAtlas 790.0 22.480953 245.0 2.6723392 true
<e> null grassObject grassObjAtlas 795.0 21.394566 245.0 1.5563164 true
<e> null grassObject grassObjAtlas 795.0 21.394566 245.0 1.5563164 true
<e> null grassObject grassObjAtlas 0.0 -39.558273 250.0 1.096315 true
<e> null grassObject grassObjAtlas 0.0 -39.558273 250.0 1.096315 true
<e> null grassObject grassObjAtlas 5.0 -40.70453 250.0 2.0962873 true
<e> null grassObject grassObjAtlas 5.0 -40.70453 250.0 2.0962873 true
<e> null grassObject grassObjAtlas 10.0 -41.884468 250.0 1.9988263 true
<e> null grassObject grassObjAtlas 10.0 -41.884468 250.0 1.9988263 true
<e> null grassObject grassObjAtlas 15.0 -41.668037 250.0 1.1062007 true
<e> null grassObject grassObjAtlas 15.0 -41.668037 250.0 1.1062007 true
<e> null grassObject grassObjAtlas 20.0 -40.250427 250.0 1.737758 true
<e> null grassObject grassObjAtlas 20.0 -40.250427 250.0 1.737758 true
<e> null grassObject grassObjAtlas 25.0 -37.453857 250.0 1.3336289 true
<e> null grassObject grassObjAtlas 25.0 -37.453857 250.0 1.3336289 true
<e> null grassObject grassObjAtlas 30.0 -34.1279 250.0 1.6349392 true
<e> null grassObject grassObjAtlas 30.0 -34.1279 250.0 1.6349392 true
<e> null grassObject grassObjAtlas 35.0 -30.617569 250.0 1.0193211 true
<e> null grassObject grassObjAtlas 35.0 -30.617569 250.0 1.0193211 true
<e> null grassObject grassObjAtlas 40.0 -27.774437 250.0 1.996422 true
<e> null grassObject grassObjAtlas 40.0 -27.774437 250.0 1.996422 true
<e> null grassObject grassObjAtlas 45.0 -25.75066 250.0 1.8466156 true
<e> null grassObject grassObjAtlas 45.0 -25.75066 250.0 1.8466156 true
<e> null grassObject grassObjAtlas 50.0 -25.142958 250.0 1.041471 true
<e> null grassObject grassObjAtlas 50.0 -25.142958 250.0 1.041471 true
<e> null grassObject grassObjAtlas 55.0 -26.099508 250.0 2.033917 true
<e> null grassObject grassObjAtlas 55.0 -26.099508 250.0 2.033917 true
<e> null grassObject grassObjAtlas 60.0 -25.841637 250.0 1.038878 true
<e> null grassObject grassObjAtlas 60.0 -25.841637 250.0 1.038878 true
<e> null grassObject grassObjAtlas 65.0 -24.295145 250.0 1.3944072 true
<e> null grassObject grassObjAtlas 65.0 -24.295145 250.0 1.3944072 true
<e> null grassObject grassObjAtlas 70.0 -21.424694 250.0 1.0576034 true
<e> null grassObject grassObjAtlas 70.0 -21.424694 250.0 1.0576034 true
<e> null grassObject grassObjAtlas 75.0 -20.424234 250.0 1.0079966 true
<e> null grassObject grassObjAtlas 75.0 -20.424234 250.0 1.0079966 true
<e> null grassObject grassObjAtlas 80.0 -19.696867 250.0 2.2744808 true
<e> null grassObject grassObjAtlas 80.0 -19.696867 250.0 2.2744808 true
<e> null grassObject grassObjAtlas 85.0 -18.712841 250.0 1.9075172 true
<e> null grassObject grassObjAtlas 85.0 -18.712841 250.0 1.9075172 true
<e> null grassObject grassObjAtlas 90.0 -17.761978 250.0 2.1764793 true
<e> null grassObject grassObjAtlas 90.0 -17.761978 250.0 2.1764793 true
<e> null grassObject grassObjAtlas 95.0 -17.328514 250.0 1.1965815 true
<e> null grassObject grassObjAtlas 95.0 -17.328514 250.0 1.1965815 true
<e> null grassObject grassObjAtlas 100.0 -17.772406 250.0 1.086666 true
<e> null grassObject grassObjAtlas 100.0 -17.772406 250.0 1.086666 true
<e> null grassObject grassObjAtlas 105.0 -17.734795 250.0 1.2688843 true
<e> null grassObject grassObjAtlas 105.0 -17.734795 250.0 1.2688843 true
<e> null grassObject grassObjAtlas 110.0 -17.437508 250.0 1.9757078 true
<e> null grassObject grassObjAtlas 110.0 -17.437508 250.0 1.9757078 true
<e> null grassObject grassObjAtlas 115.0 -16.854527 250.0 2.42279 true
<e> null grassObject grassObjAtlas 115.0 -16.854527 250.0 2.42279 true
<e> null grassObject grassObjAtlas 120.0 -16.89168 250.0 1.6448681 true
<e> null grassObject grassObjAtlas 120.0 -16.89168 250.0 1.6448681 true
<e> null grassObject grassObjAtlas 125.0 -17.028614 250.0 2.9518263 true
<e> null grassObject grassObjAtlas 125.0 -17.028614 250.0 2.9518263 true
<e> null grassObject grassObjAtlas 130.0 -15.57505 250.0 1.1386544 true
<e> null grassObject grassObjAtlas 130.0 -15.57505 250.0 1.1386544 true
<e> null grassObject grassObjAtlas 135.0 -13.672161 250.0 1.6884744 true
<e> null grassObject grassObjAtlas 135.0 -13.672161 250.0 1.6884744 true
<e> null grassObject grassObjAtlas 140.0 -11.419662 250.0 1.1284219 true
<e> null grassObject grassObjAtlas 140.0 -11.419662 250.0 1.1284219 true
<e> null grassObject grassObjAtlas 145.0 -8.54025 250.0 2.5889108 true
<e> null grassObject grassObjAtlas 145.0 -8.54025 250.0 2.5889108 true
<e> null grassObject grassObjAtlas 150.0 -5.511218 250.0 2.3715055 true
<e> null grassObject grassObjAtlas 150.0 -5.511218 250.0 2.3715055 true
<e> null grassObject grassObjAtlas 155.0 -3.0560582 250.0 1.0298935 true
<e> null grassObject grassObjAtlas 155.0 -3.0560582 250.0 1.0298935 true
<e> null grassObject grassObjAtlas 160.0 -1.6168569 250.0 1.9691926 true
<e> null grassObject grassObjAtlas 160.0 -1.6168569 250.0 1.9691926 true
<e> null grassObject grassObjAtlas 165.0 -1.0511422 250.0 2.4617963 true
<e> null grassObject grassObjAtlas 165.0 -1.0511422 250.0 2.4617963 true
<e> null grassObject grassObjAtlas 170.0 0.15346423 250.0 2.7027454 true
<e> null grassObject grassObjAtlas 170.0 0.15346423 250.0 2.7027454 true
<e> null grassObject grassObjAtlas 175.0 1.3039196 250.0 1.4961677 true
<e> null grassObject grassObjAtlas 175.0 1.3039196 250.0 1.4961677 true
<e> null grassObject grassObjAtlas 180.0 3.0755272 250.0 1.3075835 true
<e> null grassObject grassObjAtlas 180.0 3.0755272 250.0 1.3075835 true
<e> null grassObject grassObjAtlas 185.0 5.0720816 250.0 1.6306078 true
<e> null grassObject grassObjAtlas 185.0 5.0720816 250.0 1.6306078 true
<e> null grassObject grassObjAtlas 190.0 7.425409 250.0 1.1458161 true
<e> null grassObject grassObjAtlas 190.0 7.425409 250.0 1.1458161 true
<e> null grassObject grassObjAtlas 195.0 7.9473886 250.0 2.0130262 true
<e> null grassObject grassObjAtlas 195.0 7.9473886 250.0 2.0130262 true
<e> null grassObject grassObjAtlas 200.0 7.391302 250.0 1.7569444 true
<e> null grassObject grassObjAtlas 200.0 7.391302 250.0 1.7569444 true
<e> null grassObject grassObjAtlas 205.0 6.7555957 250.0 2.962432 true
<e> null grassObject grassObjAtlas 205.0 6.7555957 250.0 2.962432 true
<e> null grassObject grassObjAtlas 210.0 6.0457172 250.0 2.5123754 true
<e> null grassObject grassObjAtlas 210.0 6.0457172 250.0 2.5123754 true
<e> null grassObject grassObjAtlas 215.0 5.8195724 250.0 1.591629 true
